[9, 7, 8, 0, 2, 0, 1, 3, 7, 9, 6, 2, 4]
[3, 5, 7, 4, 6, 6, 0, 6, 7, 6, 0, 7, 5]
[8, 8, 0, 9, 6, 4, 3, 5, 0, 5, 7, 9, 6]
[6, 9, 7, 1, 0, 0, 8, 0, 2, 0, 8, 0, 9]
[8, 6, 9, 7, 5, 4, 3, 1, 7, 0, 0, 3, 5]
[8, 6, 9, 1, 3, 8, 1, 0, 0, 0, 0, 1, 1]
[8, 6, 9, 3, 2, 4, 5, 0, 1, 9, 3, 5, 1]
[2, 1, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 0]
